measurement_id,sample_id_x,station_id,cruise_id,age,length,weight,sex_number,maturity_number,gutted_weight,liver_weight,gonad_weight,area_grid,sub_area_grid,shot_latitude,shot_longitude,gsi,hsi,bounding_box,image__content__url,quarter,quarter_2,quarter_3,quarter_4,quarter_sin,quarter_cos
24742482,554971,348438,20741,4.0,44,630.0,1.0,1.0,579.0,10.0,,665,3,66.7338333333333,-15.6736666666667,,1.5873015873015872,"[[4159, 154], [5221, 783]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LMBCLpx%2FWPqlTDkhuVc7jwbw8mo%3D&Expires=1765370949,1,False,False,False,1.0,6.123233995736766e-17
24742483,554971,348438,20741,8.0,89,5845.0,2.0,4.0,5108.0,389.0,36.0,665,3,66.7338333333333,-15.6736666666667,0.6159110350727117,6.6552609067579125,"[[5283, 99], [6345, 728]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LMBCLpx%2FWPqlTDkhuVc7jwbw8mo%3D&Expires=1765370949,1,False,False,False,1.0,6.123233995736766e-17
24742481,554971,348438,20741,5.0,55,1349.0,1.0,1.0,1241.0,44.0,,665,3,66.7338333333333,-15.6736666666667,,3.261675315048184,"[[3066, 160], [4127, 789]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LUquQ4Zi%2B5RNVpgOjycwqB2G96Q%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
24742725,554972,348439,20741,3.0,33,249.0,1.0,1.0,226.0,6.0,,666,4,66.6845,-16.0393333333333,,2.4096385542168677,"[[4110, 983], [5009, 1612]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Tropce1zP1CkUh%2F01K08Yx0KVzo%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
24742722,554972,348439,20741,7.0,87,5297.0,1.0,2.0,4261.0,201.0,557.0,666,4,66.6845,-16.0393333333333,10.515386067585426,3.7946007173872,"[[1014, 1007], [2075, 1636]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=BcZ8IuFIoihdsGk2ZiHTIZ3CDlw%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
24742723,554972,348439,20741,7.0,70,2879.0,2.0,2.0,2349.0,211.0,134.0,666,4,66.6845,-16.0393333333333,4.654393886766238,7.328933657519972,"[[2187, 952], [3248, 1581]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=7F6Wjb%2BueOIVUlQNZVIRAy4D5fU%3D&Expires=1765370948,1,False,False,False,1.0,6.123233995736766e-17
24742724,554972,348439,20741,3.0,31,211.0,1.0,1.0,201.0,3.0,,666,4,66.6845,-16.0393333333333,,1.4218009478672986,"[[3311, 964], [4082, 1593]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Tropce1zP1CkUh%2F01K08Yx0KVzo%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
24742726,554972,348439,20741,7.0,70,2686.0,2.0,1.0,2356.0,174.0,19.0,666,4,66.6845,-16.0393333333333,0.7073715562174236,6.4780342516753535,"[[5062, 983], [6124, 1612]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=d%2BOVVy4gzpMSKd5xfjv%2FqkYL4Ow%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
24742929,554973,348440,20741,5.0,54,1181.0,2.0,1.0,1080.0,21.0,8.0,665,1,66.8036666666667,-15.9193333333333,0.6773920406435224,1.7781541066892466,"[[977, 1971], [2038, 2600]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=BcZ8IuFIoihdsGk2ZiHTIZ3CDlw%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
24742930,554973,348440,20741,7.0,72,3170.0,2.0,1.0,2896.0,65.0,21.0,665,1,66.8036666666667,-15.9193333333333,0.6624605678233438,2.050473186119874,"[[2181, 1940], [3242, 2569]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LUquQ4Zi%2B5RNVpgOjycwqB2G96Q%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
24742931,554973,348440,20741,7.0,69,2589.0,2.0,2.0,2162.0,182.0,110.0,665,1,66.8036666666667,-15.9193333333333,4.248744689069139,7.029741212823485,"[[3385, 1940], [4446, 2569]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=iaF2GTuSfirvbKEFL57qLAvcnrI%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
24742932,554973,348440,20741,5.0,52,1282.0,1.0,1.0,1136.0,60.0,,665,1,66.8036666666667,-15.9193333333333,,4.6801872074882995,"[[4497, 1928], [5476, 2557]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Im7oLZtG0XOlp31SOm4%2BWEWD5DY%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
24742933,554973,348440,20741,3.0,35,302.0,2.0,1.0,278.0,5.0,,665,1,66.8036666666667,-15.9193333333333,,1.6556291390728477,"[[5529, 1903], [6384, 2533]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=LMBCLpx%2FWPqlTDkhuVc7jwbw8mo%3D&Expires=1765370949,1,False,False,False,1.0,6.123233995736766e-17
24742948,554974,348441,20741,6.0,53,1164.0,2.0,1.0,1063.0,35.0,6.0,666,2,66.7946666666667,-16.1156666666667,0.5154639175257731,3.006872852233677,"[[1763, 2901], [2615, 3490]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=d%2BOVVy4gzpMSKd5xfjv%2FqkYL4Ow%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
24742949,554974,348441,20741,7.0,72,3084.0,2.0,1.0,2700.0,73.0,7.0,666,2,66.7946666666667,-16.1156666666667,0.2269779507133593,2.3670557717250325,"[[2722, 2871], [3579, 3459]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=kaEVgSpTg%2BMm40%2BljJQiGv3lTyE%3D&Expires=1765370950,1,False,False,False,1.0,6.123233995736766e-17
24742947,554974,348441,20741,6.0,64,1911.0,1.0,1.0,1749.0,67.0,,666,2,66.7946666666667,-16.1156666666667,,3.506017791732077,"[[805, 2871], [1706, 3490]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=b3g366FsfhgVMrke2j9YKN0FGKc%3D&Expires=1765370961,1,False,False,False,1.0,6.123233995736766e-17
24743296,554974,348441,20741,6.0,69,2530.0,1.0,1.0,2296.0,68.0,,666,2,66.7946666666667,-16.1156666666667,,2.6877470355731226,"[[5599, 2975], [6642, 3503]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=d%2BOVVy4gzpMSKd5xfjv%2FqkYL4Ow%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
24742950,554974,348441,20741,6.0,65,2182.0,2.0,1.0,1990.0,50.0,10.0,666,2,66.7946666666667,-16.1156666666667,0.458295142071494,2.2914757103574703,"[[3705, 2944], [4598, 3509]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TCKoSbM42amNVzW2TxIoPmE23bs%3D&Expires=1765370946,1,False,False,False,1.0,6.123233995736766e-17
24743295,554974,348441,20741,5.0,69,2519.0,,,,,,666,2,66.7946666666667,-16.1156666666667,,,"[[4651, 3000], [5531, 3521]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/2d50e3a4f51196c90ca9e594b107b0b52838c954871c8aab689735fa871cbf46.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9fIIf2NHjnJtYRU3Vdwsni9C%2BUc%3D&Expires=1765370955,1,False,False,False,1.0,6.123233995736766e-17
24743330,554975,348442,20741,6.0,66,2439.0,1.0,2.0,2160.0,37.0,111.0,666,4,66.7533333333333,-16.3291666666667,4.551045510455105,1.5170151701517014,"[[885, 621], [1946, 1250]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=gKpLIOF9qhF4hrdxWaXyadM9Tmo%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
24743331,554975,348442,20741,8.0,81,4242.0,2.0,2.0,3497.0,283.0,240.0,666,4,66.7533333333333,-16.3291666666667,5.657708628005658,6.671381423856672,"[[2015, 639], [2861, 1268]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9x%2FrrY97bLkYZEc%2FOAwUuaQJbNs%3D&Expires=1765370960,1,False,False,False,1.0,6.123233995736766e-17
24743535,554975,348442,20741,7.0,71,3350.0,1.0,2.0,2671.0,149.0,167.0,666,4,66.7533333333333,-16.3291666666667,4.985074626865671,4.447761194029851,"[[2961, 651], [4023, 1280]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=T65TNTnsd%2FZi6R3TpdrDYNH4KAY%3D&Expires=1765370953,1,False,False,False,1.0,6.123233995736766e-17
24743536,554975,348442,20741,5.0,50,1014.0,1.0,1.0,915.0,33.0,,666,4,66.7533333333333,-16.3291666666667,,3.2544378698224854,"[[4214, 614], [5276, 1243]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=gl2gmbQteZORkLGfb2iOKdq7li0%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
24743537,554975,348442,20741,7.0,86,5580.0,1.0,1.0,4373.0,158.0,,666,4,66.7533333333333,-16.3291666666667,,2.8315412186379927,"[[5314, 639], [6375, 1268]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=IdFmrSJwMXeo5oDG430npnQFvPs%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
24743857,554976,348443,20741,2.0,19,56.0,1.0,1.0,49.0,1.0,,666,4,66.667,-16.2516666666667,,1.7857142857142856,"[[5283, 694], [6345, 1323]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=gKpLIOF9qhF4hrdxWaXyadM9Tmo%3D&Expires=1765370957,1,False,False,False,1.0,6.123233995736766e-17
24743854,554976,348443,20741,5.0,47,776.0,1.0,1.0,706.0,4.0,,666,4,66.667,-16.2516666666667,,0.5154639175257731,"[[2009, 614], [2861, 1243]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=TVXpJ%2FUtzC6dZmgx6dgdPSbnGow%3D&Expires=1765370942,1,False,False,False,1.0,6.123233995736766e-17
24743853,554976,348443,20741,6.0,58,1580.0,2.0,1.0,1426.0,36.0,,666,4,66.667,-16.2516666666667,,2.278481012658228,"[[928, 565], [1989, 1194]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=sJVlymIji2rfqk1k%2BQAbwIS5p8k%3D&Expires=1765370958,1,False,False,False,1.0,6.123233995736766e-17
24743855,554976,348443,20741,8.0,88,5940.0,2.0,2.0,4767.0,486.0,321.0,666,4,66.667,-16.2516666666667,5.404040404040404,8.181818181818182,"[[2943, 522], [4004, 1151]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2B1t39Phrf4MELdObKTX1wMQHlIQ%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
24743856,554976,348443,20741,6.0,51,1049.0,1.0,1.0,937.0,12.0,,666,4,66.667,-16.2516666666667,,1.1439466158245948,"[[4178, 645], [5239, 1274]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=rCIqjOVMExQarBU8R1LQh3nm0LQ%3D&Expires=1765370955,1,False,False,False,1.0,6.123233995736766e-17
24743885,554977,348444,20741,9.0,73,4216.0,1.0,2.0,3519.0,320.0,154.0,616,1,66.4351666666667,-16.7173333333333,3.652751423149905,7.590132827324478,"[[2383, 1406], [3445, 2035]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2B1t39Phrf4MELdObKTX1wMQHlIQ%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
24744170,554977,348444,20741,8.0,87,4880.0,2.0,2.0,4120.0,225.0,271.0,616,1,66.4351666666667,-16.7173333333333,5.553278688524591,4.610655737704918,"[[4595, 1425], [5656, 2054]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=AhvHhOCmuLtftdtrF0ZjlszXLlg%3D&Expires=1765370946,1,False,False,False,1.0,6.123233995736766e-17
24744169,554977,348444,20741,7.0,88,5805.0,1.0,2.0,4705.0,288.0,516.0,616,1,66.4351666666667,-16.7173333333333,8.88888888888889,4.961240310077519,"[[3477, 1419], [4463, 2048]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=PfPQUXmIP82Y0CeFJAK0cSi0VVU%3D&Expires=1765370950,1,False,False,False,1.0,6.123233995736766e-17
24744188,554977,348444,20741,3.0,32,274.0,2.0,1.0,251.0,4.0,,616,1,66.4351666666667,-16.7173333333333,,1.45985401459854,"[[5744, 1557], [6587, 2066]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=E%2FNg0lx888uEmLEJ34tNe2AiKFc%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
24743884,554977,348444,20741,7.0,89,6335.0,2.0,2.0,5382.0,413.0,252.0,616,1,66.4351666666667,-16.7173333333333,3.977900552486187,6.519337016574586,"[[1235, 1425], [2296, 2054]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2B1t39Phrf4MELdObKTX1wMQHlIQ%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
24744576,554978,348445,20741,5.0,65,1865.0,1.0,1.0,1692.0,85.0,,616,1,66.3066666666667,-16.6911666666667,,4.557640750670242,"[[5777, 2371], [6685, 3000]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=E%2FNg0lx888uEmLEJ34tNe2AiKFc%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
24744574,554978,348445,20741,7.0,65,2236.0,2.0,4.0,2040.0,36.0,17.0,616,1,66.3066666666667,-16.6911666666667,0.7602862254025045,1.6100178890876566,"[[3975, 2284], [4837, 2913]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=rCIqjOVMExQarBU8R1LQh3nm0LQ%3D&Expires=1765370955,1,False,False,False,1.0,6.123233995736766e-17
24744571,554978,348445,20741,6.0,78,3422.0,2.0,1.0,3110.0,117.0,17.0,616,1,66.3066666666667,-16.6911666666667,0.4967855055523086,3.419053185271771,"[[873, 2302], [1762, 2932]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=IdFmrSJwMXeo5oDG430npnQFvPs%3D&Expires=1765370947,1,False,False,False,1.0,6.123233995736766e-17
24744572,554978,348445,20741,8.0,99,7695.0,2.0,4.0,6970.0,219.0,43.0,616,1,66.3066666666667,-16.6911666666667,0.5588044184535412,2.8460038986354776,"[[1819, 2296], [2880, 2925]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=f3l95gPgn%2BWfGUalnyzKzaIzDQ0%3D&Expires=1765370945,1,False,False,False,1.0,6.123233995736766e-17
24744573,554978,348445,20741,9.0,91,6075.0,2.0,2.0,5306.0,135.0,223.0,616,1,66.3066666666667,-16.6911666666667,3.670781893004115,2.2222222222222223,"[[2894, 2302], [3955, 2932]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=FDfyDSu458OCak%2FKDMc%2FneQRLvk%3D&Expires=1765370961,1,False,False,False,1.0,6.123233995736766e-17
24744575,554978,348445,20741,6.0,64,1927.0,2.0,1.0,1733.0,101.0,11.0,616,1,66.3066666666667,-16.6911666666667,0.5708354955889984,5.241307732226259,"[[4878, 2321], [5733, 2950]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=Nh82y8DUrdwtndwaGQf5cjOzPeQ%3D&Expires=1765370943,1,False,False,False,1.0,6.123233995736766e-17
24744899,554979,348446,20741,5.0,52,1276.0,2.0,1.0,1151.0,62.0,4.0,617,4,66.2506666666667,-17.3151666666667,0.3134796238244514,4.858934169278997,"[[4491, 3229], [5552, 3858]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=E%2FNg0lx888uEmLEJ34tNe2AiKFc%3D&Expires=1765370954,1,False,False,False,1.0,6.123233995736766e-17
24744898,554979,348446,20741,8.0,92,6700.0,2.0,4.0,6090.0,221.0,32.0,617,4,66.2506666666667,-17.3151666666667,0.4776119402985074,3.298507462686567,"[[3391, 3186], [4452, 3815]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=9x%2FrrY97bLkYZEc%2FOAwUuaQJbNs%3D&Expires=1765370960,1,False,False,False,1.0,6.123233995736766e-17
24744896,554979,348446,20741,7.0,85,4552.0,2.0,4.0,4159.0,150.0,24.0,617,4,66.2506666666667,-17.3151666666667,0.5272407732864675,3.2952548330404214,"[[1155, 3229], [2216, 3858]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=rCIqjOVMExQarBU8R1LQh3nm0LQ%3D&Expires=1765370955,1,False,False,False,1.0,6.123233995736766e-17
24744897,554979,348446,20741,7.0,77,3795.0,2.0,4.0,3493.0,49.0,17.0,617,4,66.2506666666667,-17.3151666666667,0.447957839262187,1.2911725955204216,"[[2316, 3272], [3377, 3901]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=gl2gmbQteZORkLGfb2iOKdq7li0%3D&Expires=1765370952,1,False,False,False,1.0,6.123233995736766e-17
24744900,554979,348446,20741,6.0,68,2531.0,1.0,1.0,2418.0,50.0,,617,4,66.2506666666667,-17.3151666666667,,1.975503753457132,"[[5602, 3288], [6636, 3877]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/f17b484baebd17ff900df8e24d4ec605c2663baeb9e8e79bebad4b4bde500c26.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=%2B1t39Phrf4MELdObKTX1wMQHlIQ%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
24745272,554980,348447,20741,7.0,73,3115.0,2.0,1.0,2763.0,70.0,14.0,617,3,66.1923333333333,-17.4326666666667,0.449438202247191,2.247191011235955,"[[1198, 1161], [2259, 1790]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/de65c54bcc9859433512a7fd05a1f5c31e2961bc49d0b56323b66e9025c7bfc0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=dbfbZCVytBiW%2B5Z07VfKE4jQo8c%3D&Expires=1765370949,1,False,False,False,1.0,6.123233995736766e-17
24745269,554980,348447,20741,6.0,49,933.0,2.0,2.0,826.0,30.0,34.0,617,3,66.1923333333333,-17.4326666666667,3.644158628081458,3.215434083601286,"[[2986, 271], [4047, 900]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/de65c54bcc9859433512a7fd05a1f5c31e2961bc49d0b56323b66e9025c7bfc0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=jbwmMy5L7DhsqgRpSVgfWFbntAk%3D&Expires=1765370943,1,False,False,False,1.0,6.123233995736766e-17
24745274,554980,348447,20741,3.0,39,556.0,2.0,1.0,514.0,5.0,,617,3,66.1923333333333,-17.4326666666667,,0.8992805755395683,"[[3489, 1170], [4150, 1760]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/de65c54bcc9859433512a7fd05a1f5c31e2961bc49d0b56323b66e9025c7bfc0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=V1tiw3LJVFyVcpmHwtNSNwzXv8Q%3D&Expires=1765370959,1,False,False,False,1.0,6.123233995736766e-17
24745273,554980,348447,20741,5.0,48,962.0,2.0,1.0,873.0,15.0,,617,3,66.1923333333333,-17.4326666666667,,1.5592515592515594,"[[2353, 1204], [3414, 1833]]",https://prod-photolith-s3-civil-hyena.s3.amazonaws.com/image_content/de65c54bcc9859433512a7fd05a1f5c31e2961bc49d0b56323b66e9025c7bfc0.jpg?AWSAccessKeyId=AKIA2PAFZ4SYE6JWV6GU&Signature=2xYiqprw7yy9k7SNiJjxPW6fhaY%3D&Expires=1765370951,1,False,False,False,1.0,6.123233995736766e-17
